Time	V(N001)	V(N002)	V(N003)	I(V1)	I(R1)	I(C1)	I(L1)	
0.1435	1.98574	-0.144243	-0.284243	-0.00212998	0.00212998	0.00212998	0.00212998	
0.144	1.84062	-0.147238	-0.288303	-0.00198786	0.00198786	0.00198786	0.00198786	
0.1445	1.69369	-0.150019	-0.292079	-0.00184371	0.00184371	0.00184371	0.00184371	
0.145	1.54508	-0.152585	-0.295566	-0.00169767	0.00169767	0.00169767	0.00169767	
0.1455	1.39496	-0.154931	-0.298761	-0.00154989	0.00154989	0.00154989	0.00154989	
0.146	1.24345	-0.157057	-0.301662	-0.00140051	0.00140051	0.00140051	0.00140051	
0.1465	1.09072	-0.158959	-0.304264	-0.00124968	0.00124968	0.00124968	0.00124968	
0.147	0.936907	-0.160637	-0.306567	-0.00109754	0.00109754	0.00109754	0.00109754	
0.1475	0.782172	-0.162087	-0.308566	-0.00094426	0.00094426	0.00094426	0.00094426	
0.148	0.626666	-0.16331	-0.310261	-0.000789977	0.000789977	0.000789977	0.000789977	
0.1485	0.470542	-0.164304	-0.31165	-0.000634846	0.000634846	0.000634846	0.000634846	
0.149	0.313953	-0.165068	-0.312732	-0.000479021	0.000479021	0.000479021	0.000479021	
0.1495	0.157054	-0.165601	-0.313504	-0.000322655	0.000322655	0.000322655	0.000322655	
0.15	-3.36902e-14	-0.165903	-0.313967	-0.000165903	0.000165903	0.000165903	0.000165903	
0.1505	-0.157054	-0.165973	-0.31412	-8.91936e-06	8.91936e-06	8.91936e-06	8.91936e-06	
0.151	-0.313953	-0.165812	-0.313963	0.000148141	-0.000148141	-0.000148141	-0.000148141	
0.1515	-0.470542	-0.165419	-0.313497	0.000305123	-0.000305123	-0.000305123	-0.000305123	
0.152	-0.626666	-0.164795	-0.31272	0.000461871	-0.000461871	-0.000461871	-0.000461871	
0.1525	-0.782172	-0.163941	-0.311635	0.000618231	-0.000618231	-0.000618231	-0.000618231	
0.153	-0.936907	-0.162858	-0.310243	0.000774049	-0.000774049	-0.000774049	-0.000774049	
0.1535	-1.09072	-0.161546	-0.308544	0.00092917	-0.00092917	-0.00092917	-0.00092917	
0.154	-1.24345	-0.160007	-0.306541	0.00108344	-0.00108344	-0.00108344	-0.00108344	
0.1545	-1.39496	-0.158243	-0.304235	0.00123671	-0.00123671	-0.00123671	-0.00123671	
0.155	-1.54508	-0.156255	-0.301628	0.00138883	-0.00138883	-0.00138883	-0.00138883	
0.1555	-1.69369	-0.154046	-0.298724	0.00153964	-0.00153964	-0.00153964	-0.00153964	
0.156	-1.84062	-0.151617	-0.295526	0.00168901	-0.00168901	-0.00168901	-0.00168901	
0.1565	-1.98574	-0.14897	-0.292035	0.00183677	-0.00183677	-0.00183677	-0.00183677	
0.157	-2.1289	-0.14611	-0.288256	0.00198279	-0.00198279	-0.00198279	-0.00198279	
0.1575	-2.26995	-0.143038	-0.284193	0.00212691	-0.00212691	-0.00212691	-0.00212691	
0.158	-2.40877	-0.139757	-0.279849	0.00226901	-0.00226901	-0.00226901	-0.00226901	
0.1585	-2.54521	-0.136272	-0.275229	0.00240894	-0.00240894	-0.00240894	-0.00240894	
0.159	-2.67913	-0.132584	-0.270337	0.00254655	-0.00254655	-0.00254655	-0.00254655	
0.1595	-2.81042	-0.128699	-0.265178	0.00268172	-0.00268172	-0.00268172	-0.00268172	
0.16	-2.93893	-0.124619	-0.259758	0.00281431	-0.00281431	-0.00281431	-0.00281431	
0.1605	-3.06454	-0.12035	-0.254081	0.00294419	-0.00294419	-0.00294419	-0.00294419	
0.161	-3.18712	-0.115894	-0.248153	0.00307123	-0.00307123	-0.00307123	-0.00307123	
0.1615	-3.30656	-0.111257	-0.24198	0.0031953	-0.0031953	-0.0031953	-0.0031953	
0.162	-3.42274	-0.106443	-0.235569	0.00331629	-0.00331629	-0.00331629	-0.00331629	
0.1625	-3.53553	-0.101457	-0.228925	0.00343408	-0.00343408	-0.00343408	-0.00343408	
0.163	-3.64484	-0.096304	-0.222054	0.00354854	-0.00354854	-0.00354854	-0.00354854	
0.1635	-3.75056	-0.090989	-0.214965	0.00365957	-0.00365957	-0.00365957	-0.00365957	
0.164	-3.85257	-0.0855172	-0.207664	0.00376705	-0.00376705	-0.00376705	-0.00376705	
0.1645	-3.95078	-0.0798942	-0.200157	0.00387088	-0.00387088	-0.00387088	-0.00387088	
0.165	-4.04508	-0.0741256	-0.192453	0.00397096	-0.00397096	-0.00397096	-0.00397096	
0.1655	-4.1354	-0.0682169	-0.184559	0.00406719	-0.00406719	-0.00406719	-0.00406719	
0.166	-4.22164	-0.0621742	-0.176483	0.00415947	-0.00415947	-0.00415947	-0.00415947	
0.1665	-4.30371	-0.0560034	-0.168232	0.00424771	-0.00424771	-0.00424771	-0.00424771	
0.167	-4.38153	-0.0497106	-0.159815	0.00433182	-0.00433182	-0.00433182	-0.00433182	
0.1675	-4.45503	-0.0433021	-0.151241	0.00441173	-0.00441173	-0.00441173	-0.00441173	
0.168	-4.52414	-0.0367843	-0.142517	0.00448735	-0.00448735	-0.00448735	-0.00448735	
0.1685	-4.58877	-0.0301635	-0.133653	0.00455861	-0.00455861	-0.00455861	-0.00455861	
0.169	-4.64888	-0.0234464	-0.124656	0.00462544	-0.00462544	-0.00462544	-0.00462544	
0.1695	-4.7044	-0.0166396	-0.115537	0.00468776	-0.00468776	-0.00468776	-0.00468776	
0.17	-4.75528	-0.00974985	-0.106303	0.00474553	-0.00474553	-0.00474553	-0.00474553	
0.1705	-4.80147	-0.00278404	-0.0969647	0.00479868	-0.00479868	-0.00479868	-0.00479868	
0.171	-4.84292	0.00425095	-0.0875304	0.00484717	-0.00484717	-0.00484717	-0.00484717	
0.1715	-4.87958	0.0113481	-0.0780096	0.00489093	-0.00489093	-0.00489093	-0.00489093	
0.172	-4.91144	0.0185005	-0.0684118	0.00492994	-0.00492994	-0.00492994	-0.00492994	
0.1725	-4.93844	0.025701	-0.0587464	0.00496414	-0.00496414	-0.00496414	-0.00496414	
0.173	-4.96057	0.0329423	-0.0490229	0.00499352	-0.00499352	-0.00499352	-0.00499352	
0.1735	-4.97781	0.0402175	-0.039251	0.00501803	-0.00501803	-0.00501803	-0.00501803	
0.174	-4.99013	0.0475192	-0.0294403	0.00503765	-0.00503765	-0.00503765	-0.00503765	
0.1745	-4.99753	0.0548402	-0.0196005	0.00505237	-0.00505237	-0.00505237	-0.00505237	
0.175	-5	0.0621732	-0.00974126	0.00506217	-0.00506217	-0.00506217	-0.00506217	
0.1755	-4.99753	0.069511	0.000127656	0.00506704	-0.00506704	-0.00506704	-0.00506704	
0.176	-4.99013	0.0768464	0.00999651	0.00506698	-0.00506698	-0.00506698	-0.00506698	
0.1765	-4.97781	0.0841719	0.0198556	0.00506198	-0.00506198	-0.00506198	-0.00506198	
0.177	-4.96057	0.0914805	0.0296951	0.00505205	-0.00505205	-0.00505205	-0.00505205	
0.1775	-4.93844	0.0987647	0.0395054	0.00503721	-0.00503721	-0.00503721	-0.00503721	
0.178	-4.91144	0.106017	0.0492767	0.00501745	-0.00501745	-0.00501745	-0.00501745	
0.1785	-4.87958	0.113232	0.0589995	0.00499282	-0.00499282	-0.00499282	-0.00499282	
0.179	-4.84292	0.1204	0.0686642	0.00496332	-0.00496332	-0.00496332	-0.00496332	
0.1795	-4.80147	0.127515	0.0782611	0.00492898	-0.00492898	-0.00492898	-0.00492898	
0.18	-4.75528	0.13457	0.0877809	0.00488985	-0.00488985	-0.00488985	-0.00488985	
0.1805	-4.7044	0.141559	0.0972141	0.00484596	-0.00484596	-0.00484596	-0.00484596	
0.181	-4.64888	0.148473	0.106551	0.00479736	-0.00479736	-0.00479736	-0.00479736	
0.1815	-4.58877	0.155307	0.115784	0.00474408	-0.00474408	-0.00474408	-0.00474408	
0.182	-4.52414	0.162053	0.124902	0.00468619	-0.00468619	-0.00468619	-0.00468619	
0.1825	-4.45503	0.168704	0.133897	0.00462374	-0.00462374	-0.00462374	-0.00462374	
0.183	-4.38153	0.175255	0.142759	0.00455679	-0.00455679	-0.00455679	-0.00455679	
0.1835	-4.30371	0.181699	0.151481	0.00448541	-0.00448541	-0.00448541	-0.00448541	
0.184	-4.22164	0.188029	0.160054	0.00440967	-0.00440967	-0.00440967	-0.00440967	
0.1845	-4.1354	0.194238	0.168469	0.00432964	-0.00432964	-0.00432964	-0.00432964	
0.185	-4.04508	0.200322	0.176717	0.00424541	-0.00424541	-0.00424541	-0.00424541	
0.1855	-3.95078	0.206274	0.184791	0.00415705	-0.00415705	-0.00415705	-0.00415705	
0.186	-3.85257	0.212087	0.192683	0.00406465	-0.00406465	-0.00406465	-0.00406465	
0.1865	-3.75056	0.217756	0.200385	0.00396831	-0.00396831	-0.00396831	-0.00396831	
0.187	-3.64484	0.223276	0.207889	0.00386812	-0.00386812	-0.00386812	-0.00386812	
0.1875	-3.53553	0.228641	0.215188	0.00376417	-0.00376417	-0.00376417	-0.00376417	
0.188	-3.42274	0.233846	0.222274	0.00365658	-0.00365658	-0.00365658	-0.00365658	
0.1885	-3.30656	0.238885	0.229142	0.00354544	-0.00354544	-0.00354544	-0.00354544	
0.189	-3.18712	0.243753	0.235783	0.00343087	-0.00343087	-0.00343087	-0.00343087	
0.1895	-3.06454	0.248446	0.242192	0.00331298	-0.00331298	-0.00331298	-0.00331298	
0.19	-2.93893	0.25296	0.248361	0.00319189	-0.00319189	-0.00319189	-0.00319189	
0.1905	-2.81042	0.257288	0.254286	0.00306771	-0.00306771	-0.00306771	-0.00306771	
0.191	-2.67913	0.261428	0.25996	0.00294056	-0.00294056	-0.00294056	-0.00294056	
0.1915	-2.54521	0.265375	0.265377	0.00281058	-0.00281058	-0.00281058	-0.00281058	
0.192	-2.40877	0.269125	0.270533	0.00267789	-0.00267789	-0.00267789	-0.00267789	
0.1925	-2.26995	0.272675	0.275421	0.00254263	-0.00254263	-0.00254263	-0.00254263	
0.193	-2.1289	0.276021	0.280038	0.00240492	-0.00240492	-0.00240492	-0.00240492	
0.1935	-1.98574	0.279159	0.284378	0.0022649	-0.0022649	-0.0022649	-0.0022649	
0.194	-1.84062	0.282086	0.288438	0.00212271	-0.00212271	-0.00212271	-0.00212271	
0.1945	-1.69369	0.2848	0.292214	0.00197849	-0.00197849	-0.00197849	-0.00197849	
0.195	-1.54508	0.287298	0.295701	0.00183238	-0.00183238	-0.00183238	-0.00183238	
0.1955	-1.39496	0.289577	0.298896	0.00168453	-0.00168453	-0.00168453	-0.00168453	
0.196	-1.24345	0.291635	0.301796	0.00153508	-0.00153508	-0.00153508	-0.00153508	
0.1965	-1.09072	0.29347	0.304399	0.00138419	-0.00138419	-0.00138419	-0.00138419	
0.197	-0.936907	0.29508	0.306701	0.00123199	-0.00123199	-0.00123199	-0.00123199	
0.1975	-0.782172	0.296464	0.308701	0.00107864	-0.00107864	-0.00107864	-0.00107864	
0.198	-0.626666	0.29762	0.310396	0.000924286	-0.000924286	-0.000924286	-0.000924286	
0.1985	-0.470542	0.298546	0.311785	0.000769088	-0.000769088	-0.000769088	-0.000769088	
0.199	-0.313953	0.299243	0.312866	0.000613196	-0.000613196	-0.000613196	-0.000613196	
0.1995	-0.157054	0.299709	0.313638	0.000456763	-0.000456763	-0.000456763	-0.000456763	
0.2	4.19596e-14	0.299943	0.314101	0.000299943	-0.000299943	-0.000299943	-0.000299943	
0.2005	0.157054	0.299947	0.314254	0.000142893	-0.000142893	-0.000142893	-0.000142893	
0.201	0.313953	0.299718	0.314097	-1.42344e-05	1.42344e-05	1.42344e-05	1.42344e-05	
0.2015	0.470542	0.299258	0.313631	-0.000171283	0.000171283	0.000171283	0.000171283	
0.202	0.626666	0.298568	0.312854	-0.000328098	0.000328098	0.000328098	0.000328098	
0.2025	0.782172	0.297647	0.311769	-0.000484526	0.000484526	0.000484526	0.000484526	
0.203	0.936907	0.296496	0.310377	-0.00064041	0.00064041	0.00064041	0.00064041	
0.2035	1.09072	0.295118	0.308678	-0.000795598	0.000795598	0.000795598	0.000795598	
0.204	1.24345	0.293512	0.306674	-0.000949937	0.000949937	0.000949937	0.000949937	
0.2045	1.39496	0.291681	0.304368	-0.00110327	0.00110327	0.00110327	0.00110327	
0.205	1.54508	0.289626	0.301762	-0.00125546	0.00125546	0.00125546	0.00125546	
0.2055	1.69369	0.28735	0.298858	-0.00140634	0.00140634	0.00140634	0.00140634	
0.206	1.84062	0.284854	0.295659	-0.00155577	0.00155577	0.00155577	0.00155577	
0.2065	1.98574	0.282141	0.292168	-0.0017036	0.0017036	0.0017036	0.0017036	
0.207	2.1289	0.279214	0.288389	-0.00184968	0.00184968	0.00184968	0.00184968	
0.2075	2.26995	0.276076	0.284326	-0.00199388	0.00199388	0.00199388	0.00199388	
0.208	2.40877	0.272729	0.279982	-0.00213604	0.00213604	0.00213604	0.00213604	
0.2085	2.54521	0.269176	0.275362	-0.00227603	0.00227603	0.00227603	0.00227603	
0.209	2.67913	0.265422	0.27047	-0.00241371	0.00241371	0.00241371	0.00241371	
0.2095	2.81042	0.261471	0.265311	-0.00254895	0.00254895	0.00254895	0.00254895	
0.21	2.93893	0.257324	0.25989	-0.0026816	0.0026816	0.0026816	0.0026816	
0.2105	3.06454	0.252988	0.254213	-0.00281155	0.00281155	0.00281155	0.00281155	
0.211	3.18712	0.248466	0.248286	-0.00293865	0.00293865	0.00293865	0.00293865	
0.2115	3.30656	0.243763	0.242113	-0.0030628	0.0030628	0.0030628	0.0030628	
0.212	3.42274	0.238883	0.235701	-0.00318385	0.00318385	0.00318385	0.00318385	
0.2125	3.53553	0.23383	0.229057	-0.0033017	0.0033017	0.0033017	0.0033017	
0.213	3.64484	0.228611	0.222187	-0.00341623	0.00341623	0.00341623	0.00341623	
0.2135	3.75056	0.22323	0.215098	-0.00352733	0.00352733	0.00352733	0.00352733	
0.214	3.85257	0.217692	0.207796	-0.00363487	0.00363487	0.00363487	0.00363487	
0.2145	3.95078	0.212003	0.200289	-0.00373877	0.00373877	0.00373877	0.00373877	
0.215	4.04508	0.206168	0.192585	-0.00383892	0.00383892	0.00383892	0.00383892	
0.2155	4.1354	0.200193	0.184691	-0.00393521	0.00393521	0.00393521	0.00393521	
0.216	4.22164	0.194085	0.176615	-0.00402756	0.00402756	0.00402756	0.00402756	
0.2165	4.30371	0.187848	0.168364	-0.00411586	0.00411586	0.00411586	0.00411586	
0.217	4.38153	0.181489	0.159947	-0.00420004	0.00420004	0.00420004	0.00420004	
0.2175	4.45503	0.175014	0.151373	-0.00428002	0.00428002	0.00428002	0.00428002	
0.218	4.52414	0.168431	0.142649	-0.0043557	0.0043557	0.0043557	0.0043557	
0.2185	4.58877	0.161744	0.133785	-0.00442703	0.00442703	0.00442703	0.00442703	
0.219	4.64888	0.154961	0.124788	-0.00449392	0.00449392	0.00449392	0.00449392	
0.2195	4.7044	0.148088	0.115668	-0.00455632	0.00455632	0.00455632	0.00455632	
0.22	4.75528	0.141133	0.106435	-0.00461415	0.00461415	0.00461415	0.00461415	
0.2205	4.80147	0.134101	0.0970962	-0.00466737	0.00466737	0.00466737	0.00466737	
0.221	4.84292	0.127001	0.0876618	-0.00471592	0.00471592	0.00471592	0.00471592	
0.2215	4.87958	0.119838	0.0781409	-0.00475975	0.00475975	0.00475975	0.00475975	
0.222	4.91144	0.11262	0.068543	-0.00479882	0.00479882	0.00479882	0.00479882	
0.2225	4.93844	0.105354	0.0588776	-0.00483309	0.00483309	0.00483309	0.00483309	
0.223	4.96057	0.0980467	0.049154	-0.00486253	0.00486253	0.00486253	0.00486253	
0.2235	4.97781	0.090706	0.0393821	-0.0048871	0.0048871	0.0048871	0.0048871	
0.224	4.99013	0.0833387	0.0295713	-0.00490679	0.00490679	0.00490679	0.00490679	
0.2245	4.99753	0.0759523	0.0197314	-0.00492158	0.00492158	0.00492158	0.00492158	
0.225	5	0.0685537	0.00987211	-0.00493145	0.00493145	0.00493145	0.00493145	
0.2255	4.99753	0.0611505	3.13618e-06	-0.00493638	0.00493638	0.00493638	0.00493638	
0.226	4.99013	0.0537498	-0.00986578	-0.00493638	0.00493638	0.00493638	0.00493638	
0.2265	4.97781	0.0463588	-0.0197249	-0.00493145	0.00493145	0.00493145	0.00493145	
0.227	4.96057	0.038985	-0.0295645	-0.00492159	0.00492159	0.00492159	0.00492159	
0.2275	4.93844	0.0316354	-0.0393748	-0.00490681	0.00490681	0.00490681	0.00490681	
0.228	4.91144	0.0243174	-0.0491463	-0.00488712	0.00488712	0.00488712	0.00488712	
0.2285	4.87958	0.0170381	-0.0588691	-0.00486255	0.00486255	0.00486255	0.00486255	
0.229	4.84292	0.00980464	-0.0685338	-0.00483311	0.00483311	0.00483311	0.00483311	
0.2295	4.80147	0.00262419	-0.0781309	-0.00479884	0.00479884	0.00479884	0.00479884	
0.23	4.75528	-0.00449623	-0.0876507	-0.00475978	0.00475978	0.00475978	0.00475978	
0.2305	4.7044	-0.0115496	-0.097084	-0.00471595	0.00471595	0.00471595	0.00471595	
0.231	4.64888	-0.018529	-0.106421	-0.00466741	0.00466741	0.00466741	0.00466741	
0.2315	4.58877	-0.0254277	-0.115654	-0.0046142	0.0046142	0.0046142	0.0046142	
0.232	4.52414	-0.0322387	-0.124772	-0.00455637	0.00455637	0.00455637	0.00455637	
0.2325	4.45503	-0.0389554	-0.133767	-0.00449399	0.00449399	0.00449399	0.00449399	
0.233	4.38153	-0.0455713	-0.14263	-0.0044271	0.0044271	0.0044271	0.0044271	
0.2335	4.30371	-0.0520797	-0.151352	-0.00435579	0.00435579	0.00435579	0.00435579	
0.234	4.22164	-0.0584744	-0.159924	-0.00428011	0.00428011	0.00428011	0.00428011	
0.2345	4.1354	-0.0647491	-0.168339	-0.00420015	0.00420015	0.00420015	0.00420015	
0.235	4.04508	-0.0708975	-0.176587	-0.00411598	0.00411598	0.00411598	0.00411598	
0.2355	3.95078	-0.0769137	-0.184662	-0.00402769	0.00402769	0.00402769	0.00402769	
0.236	3.85257	-0.0827918	-0.192554	-0.00393536	0.00393536	0.00393536	0.00393536	
0.2365	3.75056	-0.0885259	-0.200255	-0.00383908	0.00383908	0.00383908	0.00383908	
0.237	3.64484	-0.0941104	-0.207759	-0.00373895	0.00373895	0.00373895	0.00373895	
0.2375	3.53553	-0.09954	-0.215058	-0.00363507	0.00363507	0.00363507	0.00363507	
0.238	3.42274	-0.104809	-0.222145	-0.00352754	0.00352754	0.00352754	0.00352754	
0.2385	3.30656	-0.109913	-0.229013	-0.00341647	0.00341647	0.00341647	0.00341647	
0.239	3.18712	-0.114846	-0.235654	-0.00330197	0.00330197	0.00330197	0.00330197	
0.2395	3.06454	-0.119604	-0.242063	-0.00318414	0.00318414	0.00318414	0.00318414	
0.24	2.93893	-0.124181	-0.248232	-0.00306311	0.00306311	0.00306311	0.00306311	
0.2405	2.81042	-0.128575	-0.254157	-0.00293899	0.00293899	0.00293899	0.00293899	
0.241	2.67913	-0.132779	-0.259831	-0.00281191	0.00281191	0.00281191	0.00281191	
0.2415	2.54521	-0.13679	-0.265248	-0.002682	0.002682	0.002682	0.002682	
0.242	2.40877	-0.140605	-0.270404	-0.00254937	0.00254937	0.00254937	0.00254937	
0.2425	2.26995	-0.144219	-0.275292	-0.00241417	0.00241417	0.00241417	0.00241417	
0.243	2.1289	-0.147629	-0.279909	-0.00227653	0.00227653	0.00227653	0.00227653	
0.2435	1.98574	-0.150831	-0.28425	-0.00213657	0.00213657	0.00213657	0.00213657	
0.244	1.84062	-0.153823	-0.28831	-0.00199445	0.00199445	0.00199445	0.00199445	
0.2445	1.69369	-0.156601	-0.292085	-0.00185029	0.00185029	0.00185029	0.00185029	
0.245	1.54508	-0.159163	-0.295572	-0.00170425	0.00170425	0.00170425	0.00170425	
0.2455	1.39496	-0.161506	-0.298768	-0.00155646	0.00155646	0.00155646	0.00155646	
0.246	1.24345	-0.163628	-0.301668	-0.00140708	0.00140708	0.00140708	0.00140708	
0.2465	1.09072	-0.165527	-0.304271	-0.00125624	0.00125624	0.00125624	0.00125624	
0.247	0.936907	-0.167201	-0.306573	-0.00110411	0.00110411	0.00110411	0.00110411	
0.2475	0.782172	-0.168649	-0.308573	-0.000950821	0.000950821	0.000950821	0.000950821	
0.248	0.626666	-0.169869	-0.310268	-0.000796535	0.000796535	0.000796535	0.000796535	
0.2485	0.470542	-0.170859	-0.311657	-0.000641401	0.000641401	0.000641401	0.000641401	
0.249	0.313953	-0.17162	-0.312738	-0.000485573	0.000485573	0.000485573	0.000485573	
0.2495	0.157054	-0.17215	-0.313511	-0.000329203	0.000329203	0.000329203	0.000329203	
0.25	-5.02291e-14	-0.172448	-0.313974	-0.000172448	0.000172448	0.000172448	0.000172448	
0.2505	-0.157054	-0.172515	-0.314127	-1.54613e-05	1.54613e-05	1.54613e-05	1.54613e-05	
0.251	-0.313953	-0.17235	-0.31397	0.000141602	-0.000141602	-0.000141602	-0.000141602	
0.2515	-0.470542	-0.171954	-0.313503	0.000298587	-0.000298587	-0.000298587	-0.000298587	
0.252	-0.626666	-0.171327	-0.312727	0.000455339	-0.000455339	-0.000455339	-0.000455339	
0.2525	-0.782172	-0.17047	-0.311642	0.000611702	-0.000611702	-0.000611702	-0.000611702	
0.253	-0.936907	-0.169383	-0.310249	0.000767523	-0.000767523	-0.000767523	-0.000767523	
0.2535	-1.09072	-0.168068	-0.308551	0.000922648	-0.000922648	-0.000922648	-0.000922648	
0.254	-1.24345	-0.166526	-0.306547	0.00107692	-0.00107692	-0.00107692	-0.00107692	
0.2545	-1.39496	-0.164759	-0.304241	0.0012302	-0.0012302	-0.0012302	-0.0012302	
0.255	-1.54508	-0.162768	-0.301635	0.00138232	-0.00138232	-0.00138232	-0.00138232	
0.2555	-1.69369	-0.160555	-0.298731	0.00153313	-0.00153313	-0.00153313	-0.00153313	
0.256	-1.84062	-0.158123	-0.295532	0.0016825	-0.0016825	-0.0016825	-0.0016825	
0.2565	-1.98574	-0.155473	-0.292041	0.00183027	-0.00183027	-0.00183027	-0.00183027	
0.257	-2.1289	-0.152609	-0.288263	0.00197629	-0.00197629	-0.00197629	-0.00197629	
0.2575	-2.26995	-0.149534	-0.284199	0.00212042	-0.00212042	-0.00212042	-0.00212042	
0.258	-2.40877	-0.14625	-0.279855	0.00226252	-0.00226252	-0.00226252	-0.00226252	
0.2585	-2.54521	-0.142762	-0.275235	0.00240245	-0.00240245	-0.00240245	-0.00240245	
0.259	-2.67913	-0.139071	-0.270343	0.00254006	-0.00254006	-0.00254006	-0.00254006	
0.2595	-2.81042	-0.135182	-0.265184	0.00267523	-0.00267523	-0.00267523	-0.00267523	
0.26	-2.93893	-0.131099	-0.259764	0.00280783	-0.00280783	-0.00280783	-0.00280783	
0.2605	-3.06454	-0.126826	-0.254087	0.00293771	-0.00293771	-0.00293771	-0.00293771	
0.261	-3.18712	-0.122367	-0.248159	0.00306475	-0.00306475	-0.00306475	-0.00306475	
0.2615	-3.30656	-0.117727	-0.241987	0.00318883	-0.00318883	-0.00318883	-0.00318883	
0.262	-3.42274	-0.11291	-0.235575	0.00330983	-0.00330983	-0.00330983	-0.00330983	
0.2625	-3.53553	-0.107921	-0.228931	0.00342761	-0.00342761	-0.00342761	-0.00342761	
0.263	-3.64484	-0.102765	-0.222061	0.00354208	-0.00354208	-0.00354208	-0.00354208	
0.2635	-3.75056	-0.0974463	-0.214972	0.00365311	-0.00365311	-0.00365311	-0.00365311	
0.264	-3.85257	-0.0919713	-0.20767	0.00376059	-0.00376059	-0.00376059	-0.00376059	
0.2645	-3.95078	-0.0863451	-0.200164	0.00386443	-0.00386443	-0.00386443	-0.00386443	
0.265	-4.04508	-0.0805732	-0.19246	0.00396451	-0.00396451	-0.00396451	-0.00396451	
0.2655	-4.1354	-0.0746614	-0.184565	0.00406074	-0.00406074	-0.00406074	-0.00406074	
0.266	-4.22164	-0.0686154	-0.176489	0.00415302	-0.00415302	-0.00415302	-0.00415302	
0.2665	-4.30371	-0.0624414	-0.168239	0.00424127	-0.00424127	-0.00424127	-0.00424127	
0.267	-4.38153	-0.0561454	-0.159822	0.00432539	-0.00432539	-0.00432539	-0.00432539	
0.2675	-4.45503	-0.0497337	-0.151247	0.0044053	-0.0044053	-0.0044053	-0.0044053	
0.268	-4.52414	-0.0432126	-0.142524	0.00448092	-0.00448092	-0.00448092	-0.00448092	
0.2685	-4.58877	-0.0365886	-0.133659	0.00455218	-0.00455218	-0.00455218	-0.00455218	
0.269	-4.64888	-0.0298682	-0.124663	0.00461901	-0.00461901	-0.00461901	-0.00461901	
0.2695	-4.7044	-0.0230582	-0.115543	0.00468135	-0.00468135	-0.00468135	-0.00468135	
0.27	-4.75528	-0.0161653	-0.10631	0.00473912	-0.00473912	-0.00473912	-0.00473912	
0.2705	-4.80147	-0.00919628	-0.0969712	0.00479227	-0.00479227	-0.00479227	-0.00479227	
0.271	-4.84292	-0.00215809	-0.0875368	0.00484076	-0.00484076	-0.00484076	-0.00484076	
0.2715	-4.87958	0.00494232	-0.078016	0.00488453	-0.00488453	-0.00488453	-0.00488453	
0.272	-4.91144	0.0120979	-0.0684182	0.00492353	-0.00492353	-0.00492353	-0.00492353	
0.2725	-4.93844	0.0193015	-0.0587528	0.00495774	-0.00495774	-0.00495774	-0.00495774	
0.273	-4.96057	0.0265461	-0.0490293	0.00498712	-0.00498712	-0.00498712	-0.00498712	
0.2735	-4.97781	0.0338245	-0.0392574	0.00501163	-0.00501163	-0.00501163	-0.00501163	
0.274	-4.99013	0.0411294	-0.0294467	0.00503126	-0.00503126	-0.00503126	-0.00503126	
0.2745	-4.99753	0.0484536	-0.0196069	0.00504599	-0.00504599	-0.00504599	-0.00504599	
0.275	-5	0.0557898	-0.00974765	0.00505579	-0.00505579	-0.00505579	-0.00505579	
0.2755	-4.99753	0.0631308	0.00012127	0.00506066	-0.00506066	-0.00506066	-0.00506066	
0.276	-4.99013	0.0704693	0.00999013	0.0050606	-0.0050606	-0.0050606	-0.0050606	
