Time	V(N001)	V(N002)	I(V1)	I(R1)	I(C1)	
4.205	1.54508	-0.0749103	-0.00162	-0.00162	-0.00162	
4.206	1.84062	-0.0732903	-0.00191391	-0.00191391	-0.00191391	
4.207	2.1289	-0.0713764	-0.00220027	-0.00220027	-0.00220027	
4.208	2.40877	-0.0691761	-0.00247794	-0.00247794	-0.00247794	
4.209	2.67913	-0.0666981	-0.00274583	-0.00274583	-0.00274583	
4.21	2.93893	-0.0639523	-0.00300288	-0.00300288	-0.00300288	
4.211	3.18712	-0.0609494	-0.00324807	-0.00324807	-0.00324807	
4.212	3.42274	-0.0577014	-0.00348044	-0.00348044	-0.00348044	
4.213	3.64484	-0.0542209	-0.00369906	-0.00369906	-0.00369906	
4.214	3.85257	-0.0505219	-0.00390309	-0.00390309	-0.00390309	
4.215	4.04508	-0.0466188	-0.0040917	-0.0040917	-0.0040917	
4.216	4.22164	-0.0425271	-0.00426417	-0.00426417	-0.00426417	
4.217	4.38153	-0.0382629	-0.0044198	-0.0044198	-0.0044198	
4.218	4.52414	-0.0338431	-0.00455798	-0.00455798	-0.00455798	
4.219	4.64888	-0.0292851	-0.00467817	-0.00467817	-0.00467817	
4.22	4.75528	-0.024607	-0.00477989	-0.00477989	-0.00477989	
4.221	4.84292	-0.0198271	-0.00486274	-0.00486274	-0.00486274	
4.222	4.91144	-0.0149643	-0.0049264	-0.0049264	-0.0049264	
4.223	4.96057	-0.0100379	-0.00497061	-0.00497061	-0.00497061	
4.224	4.99013	-0.00506732	-0.0049952	-0.0049952	-0.0049952	
4.225	5	-7.21149e-05	-0.00500007	-0.00500007	-0.00500007	
4.226	4.99013	0.00492796	-0.00498521	-0.00498521	-0.00498521	
4.227	4.96057	0.00991316	-0.00495066	-0.00495066	-0.00495066	
4.228	4.91144	0.0148638	-0.00489657	-0.00489657	-0.00489657	
4.229	4.84292	0.0197604	-0.00482316	-0.00482316	-0.00482316	
4.23	4.75528	0.0245836	-0.0047307	-0.0047307	-0.0047307	
4.231	4.64888	0.0293143	-0.00461957	-0.00461957	-0.00461957	
4.232	4.52414	0.0339338	-0.0044902	-0.0044902	-0.0044902	
4.233	4.38153	0.038424	-0.00434311	-0.00434311	-0.00434311	
4.234	4.22164	0.0427671	-0.00417887	-0.00417887	-0.00417887	
4.235	4.04508	0.046946	-0.00399814	-0.00399814	-0.00399814	
4.236	3.85257	0.0509441	-0.00380162	-0.00380162	-0.00380162	
4.237	3.64484	0.0547458	-0.0035901	-0.0035901	-0.0035901	
4.238	3.42274	0.0583359	-0.0033644	-0.0033644	-0.0033644	
4.239	3.18712	0.0617003	-0.00312542	-0.00312542	-0.00312542	
4.24	2.93893	0.0648257	-0.0028741	-0.0028741	-0.0028741	
4.241	2.67913	0.0676998	-0.00261143	-0.00261143	-0.00261143	
4.242	2.40877	0.0703112	-0.00233846	-0.00233846	-0.00233846	
4.243	2.1289	0.0726497	-0.00205625	-0.00205625	-0.00205625	
4.244	1.84062	0.0747059	-0.00176592	-0.00176592	-0.00176592	
4.245	1.54508	0.0764718	-0.00146861	-0.00146861	-0.00146861	
4.246	1.24345	0.0779404	-0.00116551	-0.00116551	-0.00116551	
4.247	0.936907	0.079106	-0.000857801	-0.000857801	-0.000857801	
4.248	0.626666	0.0799638	-0.000546702	-0.000546702	-0.000546702	
4.249	0.313953	0.0805105	-0.000233442	-0.000233442	-0.000233442	
4.25	7.73413e-11	0.0807439	8.07439e-05	8.07439e-05	8.07439e-05	
4.251	-0.313953	0.0806632	0.000394616	0.000394616	0.000394616	
4.252	-0.626666	0.0802685	0.000706935	0.000706935	0.000706935	
4.253	-0.936907	0.0795616	0.00101647	0.00101647	0.00101647	
4.254	-1.24345	0.0785451	0.00132199	0.00132199	0.00132199	
4.255	-1.54508	0.0772231	0.00162231	0.00162231	0.00162231	
4.256	-1.84062	0.0756008	0.00191622	0.00191622	0.00191622	
4.257	-2.1289	0.0736846	0.00220258	0.00220258	0.00220258	
4.258	-2.40877	0.071482	0.00248025	0.00248025	0.00248025	
4.259	-2.67913	0.0690018	0.00274814	0.00274814	0.00274814	
4.26	-2.93893	0.0662536	0.00300518	0.00300518	0.00300518	
4.261	-3.18712	0.0632485	0.00325037	0.00325037	0.00325037	
4.262	-3.42274	0.0599981	0.00348273	0.00348273	0.00348273	
4.263	-3.64484	0.0565154	0.00370136	0.00370136	0.00370136	
4.264	-3.85257	0.052814	0.00390538	0.00390538	0.00390538	
4.265	-4.04508	0.0489086	0.00409399	0.00409399	0.00409399	
4.266	-4.22164	0.0448146	0.00426645	0.00426645	0.00426645	
4.267	-4.38153	0.0405482	0.00442208	0.00442208	0.00442208	
4.268	-4.52414	0.0361261	0.00456026	0.00456026	0.00456026	
4.269	-4.64888	0.0315658	0.00468045	0.00468045	0.00468045	
4.27	-4.75528	0.0268854	0.00478217	0.00478217	0.00478217	
4.271	-4.84292	0.0221032	0.00486502	0.00486502	0.00486502	
4.272	-4.91144	0.0172382	0.00492867	0.00492867	0.00492867	
4.273	-4.96057	0.0123095	0.00497288	0.00497288	0.00497288	
4.274	-4.99013	0.00733664	0.00499747	0.00499747	0.00499747	
4.275	-5	0.00233917	0.00500234	0.00500234	0.00500234	
4.276	-4.99013	-0.00266317	0.00498747	0.00498747	0.00498747	
4.277	-4.96057	-0.00765064	0.00495292	0.00495292	0.00495292	
4.278	-4.91144	-0.0126036	0.00489883	0.00489883	0.00489883	
4.279	-4.84292	-0.0175024	0.00482541	0.00482541	0.00482541	
4.28	-4.75528	-0.0223278	0.00473295	0.00473295	0.00473295	
4.281	-4.64888	-0.0270608	0.00462182	0.00462182	0.00462182	
4.282	-4.52414	-0.0316826	0.00449245	0.00449245	0.00449245	
4.283	-4.38153	-0.036175	0.00434536	0.00434536	0.00434536	
4.284	-4.22164	-0.0405204	0.00418112	0.00418112	0.00418112	
4.285	-4.04508	-0.0447015	0.00400038	0.00400038	0.00400038	
4.286	-3.85257	-0.0487019	0.00380386	0.00380386	0.00380386	
4.287	-3.64484	-0.0525058	0.00359234	0.00359234	0.00359234	
4.288	-3.42274	-0.0560981	0.00336664	0.00336664	0.00336664	
4.289	-3.18712	-0.0594647	0.00312766	0.00312766	0.00312766	
4.29	-2.93893	-0.0625924	0.00287633	0.00287633	0.00287633	
4.291	-2.67913	-0.0654687	0.00261367	0.00261367	0.00261367	
4.292	-2.40877	-0.0680824	0.00234069	0.00234069	0.00234069	
4.293	-2.1289	-0.0704231	0.00205847	0.00205847	0.00205847	
4.294	-1.84062	-0.0724815	0.00176814	0.00176814	0.00176814	
4.295	-1.54508	-0.0742497	0.00147084	0.00147084	0.00147084	
4.296	-1.24345	-0.0757205	0.00116773	0.00116773	0.00116773	
4.297	-0.936907	-0.0768883	0.000860018	0.000860018	0.000860018	
4.298	-0.626666	-0.0777483	0.000548918	0.000548918	0.000548918	
4.299	-0.313953	-0.0782972	0.000235655	0.000235655	0.000235655	
4.3	-7.19951e-11	-0.0785328	-7.85328e-05	-7.85328e-05	-7.85328e-05	
4.301	0.313953	-0.0784543	-0.000392407	-0.000392407	-0.000392407	
4.302	0.626666	-0.0780619	-0.000704728	-0.000704728	-0.000704728	
4.303	0.936907	-0.0773572	-0.00101426	-0.00101426	-0.00101426	
4.304	1.24345	-0.0763429	-0.00131979	-0.00131979	-0.00131979	
4.305	1.54508	-0.0750231	-0.00162011	-0.00162011	-0.00162011	
4.306	1.84062	-0.073403	-0.00191403	-0.00191403	-0.00191403	
4.307	2.1289	-0.071489	-0.00220039	-0.00220039	-0.00220039	
4.308	2.40877	-0.0692886	-0.00247806	-0.00247806	-0.00247806	
4.309	2.67913	-0.0668105	-0.00274594	-0.00274594	-0.00274594	
4.31	2.93893	-0.0640646	-0.00300299	-0.00300299	-0.00300299	
4.311	3.18712	-0.0610616	-0.00324818	-0.00324818	-0.00324818	
4.312	3.42274	-0.0578134	-0.00348055	-0.00348055	-0.00348055	
4.313	3.64484	-0.0543329	-0.00369918	-0.00369918	-0.00369918	
4.314	3.85257	-0.0506337	-0.0039032	-0.0039032	-0.0039032	
4.315	4.04508	-0.0467305	-0.00409182	-0.00409182	-0.00409182	
4.316	4.22164	-0.0426387	-0.00426428	-0.00426428	-0.00426428	
4.317	4.38153	-0.0383744	-0.00441991	-0.00441991	-0.00441991	
4.318	4.52414	-0.0339545	-0.00455809	-0.00455809	-0.00455809	
4.319	4.64888	-0.0293964	-0.00467828	-0.00467828	-0.00467828	
4.32	4.75528	-0.0247181	-0.00478	-0.00478	-0.00478	
4.321	4.84292	-0.0199381	-0.00486285	-0.00486285	-0.00486285	
4.322	4.91144	-0.0150753	-0.00492651	-0.00492651	-0.00492651	
4.323	4.96057	-0.0101488	-0.00497072	-0.00497072	-0.00497072	
4.324	4.99013	-0.00517805	-0.00499531	-0.00499531	-0.00499531	
4.325	5	-0.000182735	-0.00500018	-0.00500018	-0.00500018	
4.326	4.99013	0.00481745	-0.00498532	-0.00498532	-0.00498532	
4.327	4.96057	0.00980276	-0.00495077	-0.00495077	-0.00495077	
4.328	4.91144	0.0147535	-0.00489668	-0.00489668	-0.00489668	
4.329	4.84292	0.0196502	-0.00482327	-0.00482327	-0.00482327	
4.33	4.75528	0.0244735	-0.00473081	-0.00473081	-0.00473081	
4.331	4.64888	0.0292043	-0.00461968	-0.00461968	-0.00461968	
4.332	4.52414	0.033824	-0.00449031	-0.00449031	-0.00449031	
4.333	4.38153	0.0383143	-0.00434322	-0.00434322	-0.00434322	
4.334	4.22164	0.0426575	-0.00417898	-0.00417898	-0.00417898	
4.335	4.04508	0.0468365	-0.00399825	-0.00399825	-0.00399825	
4.336	3.85257	0.0508347	-0.00380173	-0.00380173	-0.00380173	
4.337	3.64484	0.0546365	-0.00359021	-0.00359021	-0.00359021	
4.338	3.42274	0.0582267	-0.00336451	-0.00336451	-0.00336451	
4.339	3.18712	0.0615912	-0.00312553	-0.00312553	-0.00312553	
4.34	2.93893	0.0647167	-0.00287421	-0.00287421	-0.00287421	
4.341	2.67913	0.0675909	-0.00261154	-0.00261154	-0.00261154	
4.342	2.40877	0.0702025	-0.00233857	-0.00233857	-0.00233857	
4.343	2.1289	0.072541	-0.00205636	-0.00205636	-0.00205636	
4.344	1.84062	0.0745974	-0.00176603	-0.00176603	-0.00176603	
4.345	1.54508	0.0763634	-0.00146872	-0.00146872	-0.00146872	
4.346	1.24345	0.0778321	-0.00116562	-0.00116562	-0.00116562	
4.347	0.936907	0.0789977	-0.000857909	-0.000857909	-0.000857909	
4.348	0.626666	0.0798557	-0.000546811	-0.000546811	-0.000546811	
4.349	0.313953	0.0804025	-0.00023355	-0.00023355	-0.00023355	
4.35	6.69331e-11	0.080636	8.0636e-05	8.0636e-05	8.0636e-05	
4.351	-0.313953	0.0805554	0.000394508	0.000394508	0.000394508	
4.352	-0.626666	0.0801609	0.000706827	0.000706827	0.000706827	
4.353	-0.936907	0.079454	0.00101636	0.00101636	0.00101636	
4.354	-1.24345	0.0784377	0.00132189	0.00132189	0.00132189	
4.355	-1.54508	0.0771158	0.0016222	0.0016222	0.0016222	
4.356	-1.84062	0.0754936	0.00191612	0.00191612	0.00191612	
4.357	-2.1289	0.0735775	0.00220247	0.00220247	0.00220247	
4.358	-2.40877	0.071375	0.00248014	0.00248014	0.00248014	
4.359	-2.67913	0.0688949	0.00274803	0.00274803	0.00274803	
4.36	-2.93893	0.0661468	0.00300507	0.00300507	0.00300507	
4.361	-3.18712	0.0631418	0.00325026	0.00325026	0.00325026	
4.362	-3.42274	0.0598915	0.00348263	0.00348263	0.00348263	
4.363	-3.64484	0.0564089	0.00370125	0.00370125	0.00370125	
4.364	-3.85257	0.0527076	0.00390527	0.00390527	0.00390527	
4.365	-4.04508	0.0488023	0.00409389	0.00409389	0.00409389	
4.366	-4.22164	0.0447085	0.00426635	0.00426635	0.00426635	
4.367	-4.38153	0.0404421	0.00442198	0.00442198	0.00442198	
4.368	-4.52414	0.0360201	0.00456016	0.00456016	0.00456016	
4.369	-4.64888	0.03146	0.00468034	0.00468034	0.00468034	
4.37	-4.75528	0.0267796	0.00478206	0.00478206	0.00478206	
4.371	-4.84292	0.0219976	0.00486491	0.00486491	0.00486491	
4.372	-4.91144	0.0171327	0.00492857	0.00492857	0.00492857	
4.373	-4.96057	0.0122041	0.00497278	0.00497278	0.00497278	
4.374	-4.99013	0.00723131	0.00499736	0.00499736	0.00499736	
4.375	-5	0.00223395	0.00500223	0.00500223	0.00500223	
4.376	-4.99013	-0.00276828	0.00498737	0.00498737	0.00498737	
4.377	-4.96057	-0.00775565	0.00495282	0.00495282	0.00495282	
4.378	-4.91144	-0.0127085	0.00489873	0.00489873	0.00489873	
4.379	-4.84292	-0.0176072	0.00482531	0.00482531	0.00482531	
4.38	-4.75528	-0.0224325	0.00473285	0.00473285	0.00473285	
4.381	-4.64888	-0.0271654	0.00462172	0.00462172	0.00462172	
4.382	-4.52414	-0.0317871	0.00449235	0.00449235	0.00449235	
4.383	-4.38153	-0.0362794	0.00434525	0.00434525	0.00434525	
4.384	-4.22164	-0.0406247	0.00418101	0.00418101	0.00418101	
4.385	-4.04508	-0.0448057	0.00400028	0.00400028	0.00400028	
4.386	-3.85257	-0.048806	0.00380376	0.00380376	0.00380376	
4.387	-3.64484	-0.0526097	0.00359223	0.00359223	0.00359223	
4.388	-3.42274	-0.056202	0.00336653	0.00336653	0.00336653	
4.389	-3.18712	-0.0595685	0.00312755	0.00312755	0.00312755	
4.39	-2.93893	-0.062696	0.00287623	0.00287623	0.00287623	
4.391	-2.67913	-0.0655723	0.00261356	0.00261356	0.00261356	
4.392	-2.40877	-0.0681858	0.00234058	0.00234058	0.00234058	
4.393	-2.1289	-0.0705264	0.00205837	0.00205837	0.00205837	
4.394	-1.84062	-0.0725848	0.00176804	0.00176804	0.00176804	
4.395	-1.54508	-0.0743528	0.00147073	0.00147073	0.00147073	
4.396	-1.24345	-0.0758236	0.00116763	0.00116763	0.00116763	
4.397	-0.936907	-0.0769912	0.000859915	0.000859915	0.000859915	
4.398	-0.626666	-0.0778511	0.000548815	0.000548815	0.000548815	
4.399	-0.313953	-0.0783999	0.000235553	0.000235553	0.000235553	
4.4	-6.15869e-11	-0.0786355	-7.86355e-05	-7.86355e-05	-7.86355e-05	
4.401	0.313953	-0.0785568	-0.000392509	-0.000392509	-0.000392509	
4.402	0.626666	-0.0781643	-0.00070483	-0.00070483	-0.00070483	
4.403	0.936907	-0.0774595	-0.00101437	-0.00101437	-0.00101437	
4.404	1.24345	-0.0764451	-0.00131989	-0.00131989	-0.00131989	
4.405	1.54508	-0.0751252	-0.00162021	-0.00162021	-0.00162021	
4.406	1.84062	-0.073505	-0.00191413	-0.00191413	-0.00191413	
4.407	2.1289	-0.0715909	-0.00220049	-0.00220049	-0.00220049	
4.408	2.40877	-0.0693904	-0.00247816	-0.00247816	-0.00247816	
4.409	2.67913	-0.0669122	-0.00274605	-0.00274605	-0.00274605	
4.41	2.93893	-0.0641662	-0.00300309	-0.00300309	-0.00300309	
4.411	3.18712	-0.0611631	-0.00324828	-0.00324828	-0.00324828	
4.412	3.42274	-0.0579148	-0.00348065	-0.00348065	-0.00348065	
4.413	3.64484	-0.0544342	-0.00369928	-0.00369928	-0.00369928	
4.414	3.85257	-0.0507349	-0.0039033	-0.0039033	-0.0039033	
4.415	4.04508	-0.0468316	-0.00409192	-0.00409192	-0.00409192	
4.416	4.22164	-0.0427397	-0.00426438	-0.00426438	-0.00426438	
4.417	4.38153	-0.0384753	-0.00442001	-0.00442001	-0.00442001	
4.418	4.52414	-0.0340553	-0.00455819	-0.00455819	-0.00455819	
4.419	4.64888	-0.0294971	-0.00467838	-0.00467838	-0.00467838	
4.42	4.75528	-0.0248187	-0.0047801	-0.0047801	-0.0047801	
4.421	4.84292	-0.0200386	-0.00486295	-0.00486295	-0.00486295	
4.422	4.91144	-0.0151757	-0.00492661	-0.00492661	-0.00492661	
4.423	4.96057	-0.0102491	-0.00497082	-0.00497082	-0.00497082	
4.424	4.99013	-0.00527823	-0.00499541	-0.00499541	-0.00499541	
4.425	5	-0.000282822	-0.00500028	-0.00500028	-0.00500028	
4.426	4.99013	0.00471746	-0.00498542	-0.00498542	-0.00498542	
4.427	4.96057	0.00970288	-0.00495087	-0.00495087	-0.00495087	
4.428	4.91144	0.0146537	-0.00489678	-0.00489678	-0.00489678	
4.429	4.84292	0.0195505	-0.00482337	-0.00482337	-0.00482337	
4.43	4.75528	0.0243739	-0.00473091	-0.00473091	-0.00473091	
4.431	4.64888	0.0291048	-0.00461978	-0.00461978	-0.00461978	
4.432	4.52414	0.0337246	-0.00449041	-0.00449041	-0.00449041	
4.433	4.38153	0.038215	-0.00434332	-0.00434332	-0.00434332	
4.434	4.22164	0.0425583	-0.00417908	-0.00417908	-0.00417908	
4.435	4.04508	0.0467374	-0.00399835	-0.00399835	-0.00399835	
4.436	3.85257	0.0507357	-0.00380183	-0.00380183	-0.00380183	
4.437	3.64484	0.0545376	-0.00359031	-0.00359031	-0.00359031	
4.438	3.42274	0.0581279	-0.00336461	-0.00336461	-0.00336461	
4.439	3.18712	0.0614925	-0.00312563	-0.00312563	-0.00312563	
4.44	2.93893	0.0646181	-0.00287431	-0.00287431	-0.00287431	
4.441	2.67913	0.0674924	-0.00261164	-0.00261164	-0.00261164	
4.442	2.40877	0.0701041	-0.00233866	-0.00233866	-0.00233866	
4.443	2.1289	0.0724427	-0.00205645	-0.00205645	-0.00205645	
4.444	1.84062	0.0744992	-0.00176612	-0.00176612	-0.00176612	
4.445	1.54508	0.0762653	-0.00146882	-0.00146882	-0.00146882	
4.446	1.24345	0.0777341	-0.00116572	-0.00116572	-0.00116572	
4.447	0.936907	0.0788998	-0.000858007	-0.000858007	-0.000858007	
4.448	0.626666	0.0797578	-0.000546908	-0.000546908	-0.000546908	
4.449	0.313953	0.0803048	-0.000233648	-0.000233648	-0.000233648	
4.45	5.62407e-11	0.0805384	8.05384e-05	8.05384e-05	8.05384e-05	
4.451	-0.313953	0.0804579	0.00039441	0.00039441	0.00039441	
4.452	-0.626666	0.0800635	0.00070673	0.00070673	0.00070673	
4.453	-0.936907	0.0793567	0.00101626	0.00101626	0.00101626	
4.454	-1.24345	0.0783405	0.00132179	0.00132179	0.00132179	
4.455	-1.54508	0.0770187	0.0016221	0.0016221	0.0016221	
4.456	-1.84062	0.0753966	0.00191602	0.00191602	0.00191602	
4.457	-2.1289	0.0734805	0.00220238	0.00220238	0.00220238	
4.458	-2.40877	0.0712782	0.00248005	0.00248005	0.00248005	
4.459	-2.67913	0.0687981	0.00274793	0.00274793	0.00274793	
4.46	-2.93893	0.0660502	0.00300498	0.00300498	0.00300498	
4.461	-3.18712	0.0630452	0.00325017	0.00325017	0.00325017	
4.462	-3.42274	0.059795	0.00348253	0.00348253	0.00348253	
4.463	-3.64484	0.0563125	0.00370116	0.00370116	0.00370116	
4.464	-3.85257	0.0526114	0.00390518	0.00390518	0.00390518	
4.465	-4.04508	0.0487062	0.00409379	0.00409379	0.00409379	
4.466	-4.22164	0.0446124	0.00426625	0.00426625	0.00426625	
4.467	-4.38153	0.0403461	0.00442188	0.00442188	0.00442188	
4.468	-4.52414	0.0359243	0.00456006	0.00456006	0.00456006	
4.469	-4.64888	0.0313642	0.00468025	0.00468025	0.00468025	
4.47	-4.75528	0.026684	0.00478197	0.00478197	0.00478197	
4.471	-4.84292	0.021902	0.00486482	0.00486482	0.00486482	
4.472	-4.91144	0.0170372	0.00492847	0.00492847	0.00492847	
4.473	-4.96057	0.0121087	0.00497268	0.00497268	0.00497268	
4.474	-4.99013	0.00713602	0.00499727	0.00499727	0.00499727	
4.475	-5	0.00213875	0.00500214	0.00500214	0.00500214	
4.476	-4.99013	-0.00286339	0.00498727	0.00498727	0.00498727	
4.477	-4.96057	-0.00785066	0.00495272	0.00495272	0.00495272	
4.478	-4.91144	-0.0128034	0.00489863	0.00489863	0.00489863	
4.479	-4.84292	-0.017702	0.00482521	0.00482521	0.00482521	
4.48	-4.75528	-0.0225272	0.00473276	0.00473276	0.00473276	
4.481	-4.64888	-0.02726	0.00462162	0.00462162	0.00462162	
4.482	-4.52414	-0.0318816	0.00449225	0.00449225	0.00449225	
4.483	-4.38153	-0.0363739	0.00434516	0.00434516	0.00434516	
4.484	-4.22164	-0.040719	0.00418092	0.00418092	0.00418092	
4.485	-4.04508	-0.0448999	0.00400019	0.00400019	0.00400019	
4.486	-3.85257	-0.0489001	0.00380367	0.00380367	0.00380367	
4.487	-3.64484	-0.0527038	0.00359214	0.00359214	0.00359214	
4.488	-3.42274	-0.0562959	0.00336644	0.00336644	0.00336644	
4.489	-3.18712	-0.0596624	0.00312746	0.00312746	0.00312746	
4.49	-2.93893	-0.0627898	0.00287614	0.00287614	0.00287614	
4.491	-2.67913	-0.065666	0.00261347	0.00261347	0.00261347	
4.492	-2.40877	-0.0682794	0.00234049	0.00234049	0.00234049	
4.493	-2.1289	-0.0706199	0.00205828	0.00205828	0.00205828	
4.494	-1.84062	-0.0726782	0.00176794	0.00176794	0.00176794	
4.495	-1.54508	-0.0744461	0.00147064	0.00147064	0.00147064	
4.496	-1.24345	-0.0759168	0.00116753	0.00116753	0.00116753	
4.497	-0.936907	-0.0770843	0.000859822	0.000859822	0.000859822	
4.498	-0.626666	-0.0779441	0.000548722	0.000548722	0.000548722	
4.499	-0.313953	-0.0784929	0.00023546	0.00023546	0.00023546	
4.5	-5.11787e-11	-0.0787283	-7.87283e-05	-7.87283e-05	-7.87283e-05	
4.501	0.313953	-0.0786496	-0.000392602	-0.000392602	-0.000392602	
4.502	0.626666	-0.078257	-0.000704923	-0.000704923	-0.000704923	
4.503	0.936907	-0.0775521	-0.00101446	-0.00101446	-0.00101446	
4.504	1.24345	-0.0765376	-0.00131999	-0.00131999	-0.00131999	
4.505	1.54508	-0.0752176	-0.0016203	-0.0016203	-0.0016203	
4.506	1.84062	-0.0735973	-0.00191422	-0.00191422	-0.00191422	
4.507	2.1289	-0.0716831	-0.00220058	-0.00220058	-0.00220058	
4.508	2.40877	-0.0694825	-0.00247825	-0.00247825	-0.00247825	
4.509	2.67913	-0.0670043	-0.00274614	-0.00274614	-0.00274614	
4.51	2.93893	-0.0642581	-0.00300318	-0.00300318	-0.00300318	
4.511	3.18712	-0.0612549	-0.00324837	-0.00324837	-0.00324837	
4.512	3.42274	-0.0580066	-0.00348074	-0.00348074	-0.00348074	
4.513	3.64484	-0.0545258	-0.00369937	-0.00369937	-0.00369937	
4.514	3.85257	-0.0508265	-0.00390339	-0.00390339	-0.00390339	
4.515	4.04508	-0.0469231	-0.00409201	-0.00409201	-0.00409201	
4.516	4.22164	-0.0428311	-0.00426447	-0.00426447	-0.00426447	
4.517	4.38153	-0.0385666	-0.0044201	-0.0044201	-0.0044201	
4.518	4.52414	-0.0341465	-0.00455828	-0.00455828	-0.00455828	
4.519	4.64888	-0.0295882	-0.00467847	-0.00467847	-0.00467847	
4.52	4.75528	-0.0249097	-0.00478019	-0.00478019	-0.00478019	
4.521	4.84292	-0.0201295	-0.00486305	-0.00486305	-0.00486305	
4.522	4.91144	-0.0152665	-0.0049267	-0.0049267	-0.0049267	
4.523	4.96057	-0.0103398	-0.00497091	-0.00497091	-0.00497091	
4.524	4.99013	-0.00536888	-0.0049955	-0.0049955	-0.0049955	
4.525	5	-0.000373381	-0.00500037	-0.00500037	-0.00500037	
4.526	4.99013	0.00462699	-0.00498551	-0.00498551	-0.00498551	
4.527	4.96057	0.0096125	-0.00495096	-0.00495096	-0.00495096	
4.528	4.91144	0.0145635	-0.00489687	-0.00489687	-0.00489687	
4.529	4.84292	0.0194603	-0.00482346	-0.00482346	-0.00482346	
4.53	4.75528	0.0242838	-0.004731	-0.004731	-0.004731	
4.531	4.64888	0.0290148	-0.00461987	-0.00461987	-0.00461987	
4.532	4.52414	0.0336347	-0.0044905	-0.0044905	-0.0044905	
4.533	4.38153	0.0381252	-0.00434341	-0.00434341	-0.00434341	
4.534	4.22164	0.0424686	-0.00417917	-0.00417917	-0.00417917	
4.535	4.04508	0.0466477	-0.00399844	-0.00399844	-0.00399844	
4.536	3.85257	0.0506462	-0.00380192	-0.00380192	-0.00380192	
4.537	3.64484	0.0544481	-0.0035904	-0.0035904	-0.0035904	
4.538	3.42274	0.0580385	-0.0033647	-0.0033647	-0.0033647	
4.539	3.18712	0.0614032	-0.00312572	-0.00312572	-0.00312572	
4.54	2.93893	0.0645289	-0.0028744	-0.0028744	-0.0028744	
4.541	2.67913	0.0674033	-0.00261173	-0.00261173	-0.00261173	
4.542	2.40877	0.070015	-0.00233875	-0.00233875	-0.00233875	
4.543	2.1289	0.0723538	-0.00205654	-0.00205654	-0.00205654	
4.544	1.84062	0.0744103	-0.00176621	-0.00176621	-0.00176621	
4.545	1.54508	0.0761765	-0.00146891	-0.00146891	-0.00146891	
4.546	1.24345	0.0776454	-0.0011658	-0.0011658	-0.0011658	
4.547	0.936907	0.0788112	-0.000858095	-0.000858095	-0.000858095	
4.548	0.626666	0.0796693	-0.000546997	-0.000546997	-0.000546997	
4.549	0.313953	0.0802163	-0.000233736	-0.000233736	-0.000233736	
4.55	4.58324e-11	0.0804501	8.04501e-05	8.04501e-05	8.04501e-05	
4.551	-0.313953	0.0803696	0.000394322	0.000394322	0.000394322	
4.552	-0.626666	0.0799753	0.000706641	0.000706641	0.000706641	
4.553	-0.936907	0.0792687	0.00101618	0.00101618	0.00101618	
4.554	-1.24345	0.0782525	0.0013217	0.0013217	0.0013217	
4.555	-1.54508	0.0769308	0.00162202	0.00162202	0.00162202	
4.556	-1.84062	0.0753088	0.00191593	0.00191593	0.00191593	
4.557	-2.1289	0.0733928	0.00220229	0.00220229	0.00220229	
4.558	-2.40877	0.0711906	0.00247996	0.00247996	0.00247996	
4.559	-2.67913	0.0687106	0.00274784	0.00274784	0.00274784	
4.56	-2.93893	0.0659627	0.00300489	0.00300489	0.00300489	
4.561	-3.18712	0.0629579	0.00325008	0.00325008	0.00325008	
4.562	-3.42274	0.0597078	0.00348244	0.00348244	0.00348244	
4.563	-3.64484	0.0562253	0.00370107	0.00370107	0.00370107	
4.564	-3.85257	0.0525243	0.00390509	0.00390509	0.00390509	
4.565	-4.04508	0.0486192	0.0040937	0.0040937	0.0040937	
4.566	-4.22164	0.0445255	0.00426617	0.00426617	0.00426617	
4.567	-4.38153	0.0402593	0.00442179	0.00442179	0.00442179	
4.568	-4.52414	0.0358375	0.00455997	0.00455997	0.00455997	
4.569	-4.64888	0.0312775	0.00468016	0.00468016	0.00468016	
4.57	-4.75528	0.0265974	0.00478188	0.00478188	0.00478188	
4.571	-4.84292	0.0218155	0.00486473	0.00486473	0.00486473	
4.572	-4.91144	0.0169508	0.00492839	0.00492839	0.00492839	
4.573	-4.96057	0.0120224	0.0049726	0.0049726	0.0049726	
4.574	-4.99013	0.00704979	0.00499718	0.00499718	0.00499718	
4.575	-5	0.00205261	0.00500205	0.00500205	0.00500205	
4.576	-4.99013	-0.00294945	0.00498718	0.00498718	0.00498718	
4.577	-4.96057	-0.00793663	0.00495264	0.00495264	0.00495264	
4.578	-4.91144	-0.0128893	0.00489855	0.00489855	0.00489855	
4.579	-4.84292	-0.0177878	0.00482513	0.00482513	0.00482513	
4.58	-4.75528	-0.0226129	0.00473267	0.00473267	0.00473267	
4.581	-4.64888	-0.0273456	0.00462154	0.00462154	0.00462154	
4.582	-4.52414	-0.0319671	0.00449217	0.00449217	0.00449217	
4.583	-4.38153	-0.0364593	0.00434507	0.00434507	0.00434507	
4.584	-4.22164	-0.0408044	0.00418084	0.00418084	0.00418084	
4.585	-4.04508	-0.0449852	0.0040001	0.0040001	0.0040001	
4.586	-3.85257	-0.0489853	0.00380358	0.00380358	0.00380358	
