Time	V(N001)	V(N002)	I(V1)	I(R1)	I(C1)	
1.436	3.85257	0.068719	-0.00378385	-0.00378385	-0.00378385	
1.437	3.64484	0.0725028	-0.00357234	-0.00357234	-0.00357234	
1.438	3.42274	0.0760752	-0.00334666	-0.00334666	-0.00334666	
1.439	3.18712	0.0794218	-0.0031077	-0.0031077	-0.0031077	
1.44	2.93893	0.0825295	-0.0028564	-0.0028564	-0.0028564	
1.441	2.67913	0.0853859	-0.00259375	-0.00259375	-0.00259375	
1.442	2.40877	0.0879797	-0.00232079	-0.00232079	-0.00232079	
1.443	2.1289	0.0903005	-0.0020386	-0.0020386	-0.0020386	
1.444	1.84062	0.092339	-0.00174828	-0.00174828	-0.00174828	
1.445	1.54508	0.0940873	-0.001451	-0.001451	-0.001451	
1.446	1.24345	0.0955383	-0.00114791	-0.00114791	-0.00114791	
1.447	0.936907	0.0966862	-0.00084022	-0.00084022	-0.00084022	
1.448	0.626666	0.0975265	-0.00052914	-0.00052914	-0.00052914	
1.449	0.313953	0.0980556	-0.000215897	-0.000215897	-0.000215897	
1.45	1.53477e-11	0.0982715	9.82715e-05	9.82715e-05	9.82715e-05	
1.451	-0.313953	0.0981732	0.000412126	0.000412126	0.000412126	
1.452	-0.626666	0.0977611	0.000724427	0.000724427	0.000724427	
1.453	-0.936907	0.0970367	0.00103394	0.00103394	0.00103394	
1.454	-1.24345	0.0960027	0.00133945	0.00133945	0.00133945	
1.455	-1.54508	0.0946633	0.00163975	0.00163975	0.00163975	
1.456	-1.84062	0.0930235	0.00193365	0.00193365	0.00193365	
1.457	-2.1289	0.0910899	0.00221999	0.00221999	0.00221999	
1.458	-2.40877	0.0888699	0.00249764	0.00249764	0.00249764	
1.459	-2.67913	0.0863723	0.00276551	0.00276551	0.00276551	
1.46	-2.93893	0.0836068	0.00302253	0.00302253	0.00302253	
1.461	-3.18712	0.0805842	0.0032677	0.0032677	0.0032677	
1.462	-3.42274	0.0773165	0.00350005	0.00350005	0.00350005	
1.463	-3.64484	0.0738165	0.00371866	0.00371866	0.00371866	
1.464	-3.85257	0.0700978	0.00392266	0.00392266	0.00392266	
1.465	-4.04508	0.0661751	0.00411126	0.00411126	0.00411126	
1.466	-4.22164	0.0620639	0.0042837	0.0042837	0.0042837	
1.467	-4.38153	0.0577802	0.00443931	0.00443931	0.00443931	
1.468	-4.52414	0.0533409	0.00457748	0.00457748	0.00457748	
1.469	-4.64888	0.0487634	0.00469765	0.00469765	0.00469765	
1.47	-4.75528	0.0440657	0.00479935	0.00479935	0.00479935	
1.471	-4.84292	0.0392664	0.00488218	0.00488218	0.00488218	
1.472	-4.91144	0.0343842	0.00494582	0.00494582	0.00494582	
1.473	-4.96057	0.0294384	0.00499001	0.00499001	0.00499001	
1.474	-4.99013	0.0244484	0.00501458	0.00501458	0.00501458	
1.475	-5	0.0194338	0.00501943	0.00501943	0.00501943	
1.476	-4.99013	0.0144144	0.00500455	0.00500455	0.00500455	
1.477	-4.96057	0.00940981	0.00496998	0.00496998	0.00496998	
1.478	-4.91144	0.00443983	0.00491588	0.00491588	0.00491588	
1.479	-4.84292	-0.000476047	0.00484244	0.00484244	0.00484244	
1.48	-4.75528	-0.00531849	0.00474996	0.00474996	0.00474996	
1.481	-4.64888	-0.0100685	0.00463881	0.00463881	0.00463881	
1.482	-4.52414	-0.0147073	0.00450943	0.00450943	0.00450943	
1.483	-4.38153	-0.0192167	0.00436232	0.00436232	0.00436232	
1.484	-4.22164	-0.023579	0.00419806	0.00419806	0.00419806	
1.485	-4.04508	-0.0277771	0.00401731	0.00401731	0.00401731	
1.486	-3.85257	-0.0317944	0.00382077	0.00382077	0.00382077	
1.487	-3.64484	-0.0356151	0.00360923	0.00360923	0.00360923	
1.488	-3.42274	-0.0392244	0.00338351	0.00338351	0.00338351	
1.489	-3.18712	-0.0426079	0.00314451	0.00314451	0.00314451	
1.49	-2.93893	-0.0457524	0.00289317	0.00289317	0.00289317	
1.491	-2.67913	-0.0486456	0.00263049	0.00263049	0.00263049	
1.492	-2.40877	-0.0512761	0.00235749	0.00235749	0.00235749	
1.493	-2.1289	-0.0536336	0.00207526	0.00207526	0.00207526	
1.494	-1.84062	-0.0557088	0.00178491	0.00178491	0.00178491	
1.495	-1.54508	-0.0574937	0.00148759	0.00148759	0.00148759	
1.496	-1.24345	-0.0589813	0.00118447	0.00118447	0.00118447	
1.497	-0.936907	-0.0601658	0.000876741	0.000876741	0.000876741	
1.498	-0.626666	-0.0610425	0.000565624	0.000565624	0.000565624	
1.499	-0.313953	-0.0616082	0.000252344	0.000252344	0.000252344	
1.5	-1.71069e-11	-0.0618605	-6.18605e-05	-6.18605e-05	-6.18605e-05	
1.501	0.313953	-0.0617986	-0.000375751	-0.000375751	-0.000375751	
1.502	0.626666	-0.0614229	-0.000688089	-0.000688089	-0.000688089	
1.503	0.936907	-0.0607348	-0.000997641	-0.000997641	-0.000997641	
1.504	1.24345	-0.0597372	-0.00130319	-0.00130319	-0.00130319	
1.505	1.54508	-0.058434	-0.00160352	-0.00160352	-0.00160352	
1.506	1.84062	-0.0568305	-0.00189745	-0.00189745	-0.00189745	
1.507	2.1289	-0.054933	-0.00218383	-0.00218383	-0.00218383	
1.508	2.40877	-0.0527492	-0.00246152	-0.00246152	-0.00246152	
1.509	2.67913	-0.0502877	-0.00272942	-0.00272942	-0.00272942	
1.51	2.93893	-0.0475582	-0.00298648	-0.00298648	-0.00298648	
1.511	3.18712	-0.0445717	-0.00323169	-0.00323169	-0.00323169	
1.512	3.42274	-0.0413401	-0.00346408	-0.00346408	-0.00346408	
1.513	3.64484	-0.037876	-0.00368272	-0.00368272	-0.00368272	
1.514	3.85257	-0.0341933	-0.00388676	-0.00388676	-0.00388676	
1.515	4.04508	-0.0303065	-0.00407539	-0.00407539	-0.00407539	
1.516	4.22164	-0.0262311	-0.00424787	-0.00424787	-0.00424787	
1.517	4.38153	-0.0219832	-0.00440352	-0.00440352	-0.00440352	
1.518	4.52414	-0.0175797	-0.00454171	-0.00454171	-0.00454171	
1.519	4.64888	-0.013038	-0.00466192	-0.00466192	-0.00466192	
1.52	4.75528	-0.00837609	-0.00476366	-0.00476366	-0.00476366	
1.521	4.84292	-0.00361243	-0.00484653	-0.00484653	-0.00484653	
1.522	4.91144	0.0012341	-0.0049102	-0.0049102	-0.0049102	
1.523	4.96057	0.0061443	-0.00495443	-0.00495443	-0.00495443	
1.524	4.99013	0.0110987	-0.00497903	-0.00497903	-0.00497903	
1.525	5	0.0160778	-0.00498392	-0.00498392	-0.00498392	
1.526	4.99013	0.0210617	-0.00496907	-0.00496907	-0.00496907	
1.527	4.96057	0.0260308	-0.00493454	-0.00493454	-0.00493454	
1.528	4.91144	0.0309653	-0.00488047	-0.00488047	-0.00488047	
1.529	4.84292	0.0358458	-0.00480707	-0.00480707	-0.00480707	
1.53	4.75528	0.0406528	-0.00471463	-0.00471463	-0.00471463	
1.531	4.64888	0.0453675	-0.00460351	-0.00460351	-0.00460351	
1.532	4.52414	0.049971	-0.00447416	-0.00447416	-0.00447416	
1.533	4.38153	0.0544452	-0.00432709	-0.00432709	-0.00432709	
1.534	4.22164	0.0587722	-0.00416287	-0.00416287	-0.00416287	
1.535	4.04508	0.0629351	-0.00398215	-0.00398215	-0.00398215	
1.536	3.85257	0.0669173	-0.00378565	-0.00378565	-0.00378565	
1.537	3.64484	0.0707029	-0.00357414	-0.00357414	-0.00357414	
1.538	3.42274	0.074277	-0.00334846	-0.00334846	-0.00334846	
1.539	3.18712	0.0776255	-0.00310949	-0.00310949	-0.00310949	
1.54	2.93893	0.080735	-0.00285819	-0.00285819	-0.00285819	
1.541	2.67913	0.0835932	-0.00259554	-0.00259554	-0.00259554	
1.542	2.40877	0.0861887	-0.00232258	-0.00232258	-0.00232258	
1.543	2.1289	0.0885113	-0.00204039	-0.00204039	-0.00204039	
1.544	1.84062	0.0905517	-0.00175007	-0.00175007	-0.00175007	
1.545	1.54508	0.0923018	-0.00145278	-0.00145278	-0.00145278	
1.546	1.24345	0.0937546	-0.00114969	-0.00114969	-0.00114969	
1.547	0.936907	0.0949042	-0.000842002	-0.000842002	-0.000842002	
1.548	0.626666	0.0957462	-0.00053092	-0.00053092	-0.00053092	
1.549	0.313953	0.0962772	-0.000217675	-0.000217675	-0.000217675	
1.55	1.88661e-11	0.0964948	9.64948e-05	9.64948e-05	9.64948e-05	
1.551	-0.313953	0.0963984	0.000410351	0.000410351	0.000410351	
1.552	-0.626666	0.095988	0.000722654	0.000722654	0.000722654	
1.553	-0.936907	0.0952653	0.00103217	0.00103217	0.00103217	
1.554	-1.24345	0.0942332	0.00133768	0.00133768	0.00133768	
1.555	-1.54508	0.0928955	0.00163798	0.00163798	0.00163798	
1.556	-1.84062	0.0912575	0.00193188	0.00193188	0.00193188	
1.557	-2.1289	0.0893256	0.00221822	0.00221822	0.00221822	
1.558	-2.40877	0.0871074	0.00249588	0.00249588	0.00249588	
1.559	-2.67913	0.0846115	0.00276375	0.00276375	0.00276375	
1.56	-2.93893	0.0818478	0.00302077	0.00302077	0.00302077	
1.561	-3.18712	0.078827	0.00326595	0.00326595	0.00326595	
1.562	-3.42274	0.0755611	0.0034983	0.0034983	0.0034983	
1.563	-3.64484	0.0720628	0.00371691	0.00371691	0.00371691	
1.564	-3.85257	0.0683459	0.00392091	0.00392091	0.00392091	
1.565	-4.04508	0.064425	0.00410951	0.00410951	0.00410951	
1.566	-4.22164	0.0603154	0.00428196	0.00428196	0.00428196	
1.567	-4.38153	0.0560335	0.00443757	0.00443757	0.00443757	
1.568	-4.52414	0.0515959	0.00457573	0.00457573	0.00457573	
1.569	-4.64888	0.0470202	0.0046959	0.0046959	0.0046959	
1.57	-4.75528	0.0423243	0.00479761	0.00479761	0.00479761	
1.571	-4.84292	0.0375267	0.00488044	0.00488044	0.00488044	
1.572	-4.91144	0.0326462	0.00494408	0.00494408	0.00494408	
1.573	-4.96057	0.0277022	0.00498828	0.00498828	0.00498828	
1.574	-4.99013	0.0227139	0.00501285	0.00501285	0.00501285	
1.575	-5	0.017701	0.0050177	0.0050177	0.0050177	
1.576	-4.99013	0.0126833	0.00500282	0.00500282	0.00500282	
1.577	-4.96057	0.00768051	0.00496825	0.00496825	0.00496825	
1.578	-4.91144	0.00271226	0.00491415	0.00491415	0.00491415	
1.579	-4.84292	-0.00220189	0.00484071	0.00484071	0.00484071	
1.58	-4.75528	-0.0070426	0.00474824	0.00474824	0.00474824	
1.581	-4.64888	-0.0117908	0.00463709	0.00463709	0.00463709	
1.582	-4.52414	-0.0164279	0.00450771	0.00450771	0.00450771	
1.583	-4.38153	-0.0209356	0.0043606	0.0043606	0.0043606	
1.584	-4.22164	-0.0252962	0.00419634	0.00419634	0.00419634	
1.585	-4.04508	-0.0294926	0.00401559	0.00401559	0.00401559	
1.586	-3.85257	-0.0335082	0.00381906	0.00381906	0.00381906	
1.587	-3.64484	-0.0373272	0.00360752	0.00360752	0.00360752	
1.588	-3.42274	-0.0409348	0.0033818	0.0033818	0.0033818	
1.589	-3.18712	-0.0443166	0.0031428	0.0031428	0.0031428	
1.59	-2.93893	-0.0474594	0.00289147	0.00289147	0.00289147	
1.591	-2.67913	-0.0503508	0.00262878	0.00262878	0.00262878	
1.592	-2.40877	-0.0529796	0.00235579	0.00235579	0.00235579	
1.593	-2.1289	-0.0553354	0.00207356	0.00207356	0.00207356	
1.594	-1.84062	-0.057409	0.00178321	0.00178321	0.00178321	
1.595	-1.54508	-0.0591922	0.00148589	0.00148589	0.00148589	
1.596	-1.24345	-0.0606781	0.00118277	0.00118277	0.00118277	
1.597	-0.936907	-0.0618608	0.000875046	0.000875046	0.000875046	
1.598	-0.626666	-0.0627359	0.00056393	0.00056393	0.00056393	
1.599	-0.313953	-0.0632998	0.000250653	0.000250653	0.000250653	
1.6	-2.05543e-11	-0.0635505	-6.35505e-05	-6.35505e-05	-6.35505e-05	
1.601	0.313953	-0.0634869	-0.00037744	-0.00037744	-0.00037744	
1.602	0.626666	-0.0631095	-0.000689776	-0.000689776	-0.000689776	
1.603	0.936907	-0.0624197	-0.000999326	-0.000999326	-0.000999326	
1.604	1.24345	-0.0614204	-0.00130487	-0.00130487	-0.00130487	
1.605	1.54508	-0.0601155	-0.0016052	-0.0016052	-0.0016052	
1.606	1.84062	-0.0585103	-0.00189913	-0.00189913	-0.00189913	
1.607	2.1289	-0.0566112	-0.00218551	-0.00218551	-0.00218551	
1.608	2.40877	-0.0544257	-0.00246319	-0.00246319	-0.00246319	
1.609	2.67913	-0.0519625	-0.0027311	-0.0027311	-0.0027311	
1.61	2.93893	-0.0492314	-0.00298816	-0.00298816	-0.00298816	
1.611	3.18712	-0.0462432	-0.00323336	-0.00323336	-0.00323336	
1.612	3.42274	-0.0430098	-0.00346575	-0.00346575	-0.00346575	
1.613	3.64484	-0.0395441	-0.00368439	-0.00368439	-0.00368439	
1.614	3.85257	-0.0358597	-0.00388843	-0.00388843	-0.00388843	
1.615	4.04508	-0.0319713	-0.00407706	-0.00407706	-0.00407706	
1.616	4.22164	-0.0278942	-0.00424953	-0.00424953	-0.00424953	
1.617	4.38153	-0.0236447	-0.00440518	-0.00440518	-0.00440518	
1.618	4.52414	-0.0192395	-0.00454337	-0.00454337	-0.00454337	
1.619	4.64888	-0.0146961	-0.00466358	-0.00466358	-0.00466358	
1.62	4.75528	-0.0100326	-0.00476532	-0.00476532	-0.00476532	
1.621	4.84292	-0.00526725	-0.00484818	-0.00484818	-0.00484818	
1.622	4.91144	-0.000419069	-0.00491186	-0.00491186	-0.00491186	
1.623	4.96057	0.00449279	-0.00495608	-0.00495608	-0.00495608	
1.624	4.99013	0.00944887	-0.00498068	-0.00498068	-0.00498068	
1.625	5	0.0144296	-0.00498557	-0.00498557	-0.00498557	
1.626	4.99013	0.0194151	-0.00497072	-0.00497072	-0.00497072	
1.627	4.96057	0.0243858	-0.00493619	-0.00493619	-0.00493619	
1.628	4.91144	0.029322	-0.00488211	-0.00488211	-0.00488211	
1.629	4.84292	0.0342041	-0.00480871	-0.00480871	-0.00480871	
1.63	4.75528	0.0390129	-0.00471627	-0.00471627	-0.00471627	
1.631	4.64888	0.0437291	-0.00460515	-0.00460515	-0.00460515	
1.632	4.52414	0.0483343	-0.0044758	-0.0044758	-0.0044758	
1.633	4.38153	0.0528101	-0.00432872	-0.00432872	-0.00432872	
1.634	4.22164	0.0571388	-0.0041645	-0.0041645	-0.0041645	
1.635	4.04508	0.0613033	-0.00398378	-0.00398378	-0.00398378	
1.636	3.85257	0.0652871	-0.00378728	-0.00378728	-0.00378728	
1.637	3.64484	0.0690744	-0.00357577	-0.00357577	-0.00357577	
1.638	3.42274	0.0726501	-0.00335009	-0.00335009	-0.00335009	
1.639	3.18712	0.0760002	-0.00311112	-0.00311112	-0.00311112	
1.64	2.93893	0.0791113	-0.00285981	-0.00285981	-0.00285981	
1.641	2.67913	0.0819712	-0.00259716	-0.00259716	-0.00259716	
1.642	2.40877	0.0845683	-0.0023242	-0.0023242	-0.0023242	
1.643	2.1289	0.0868925	-0.002042	-0.002042	-0.002042	
1.644	1.84062	0.0889345	-0.00175169	-0.00175169	-0.00175169	
1.645	1.54508	0.0906862	-0.0014544	-0.0014544	-0.0014544	
1.646	1.24345	0.0921406	-0.00115131	-0.00115131	-0.00115131	
1.647	0.936907	0.0932919	-0.000843615	-0.000843615	-0.000843615	
1.648	0.626666	0.0941355	-0.000532531	-0.000532531	-0.000532531	
1.649	0.313953	0.0946681	-0.000219285	-0.000219285	-0.000219285	
1.65	2.23135e-11	0.0948873	9.48873e-05	9.48873e-05	9.48873e-05	
1.651	-0.313953	0.0947925	0.000408745	0.000408745	0.000408745	
1.652	-0.626666	0.0943837	0.00072105	0.00072105	0.00072105	
1.653	-0.936907	0.0936627	0.00103057	0.00103057	0.00103057	
1.654	-1.24345	0.0926321	0.00133608	0.00133608	0.00133608	
1.655	-1.54508	0.091296	0.00163638	0.00163638	0.00163638	
1.656	-1.84062	0.0896596	0.00193028	0.00193028	0.00193028	
1.657	-2.1289	0.0877293	0.00221663	0.00221663	0.00221663	
1.658	-2.40877	0.0855127	0.00249428	0.00249428	0.00249428	
1.659	-2.67913	0.0830184	0.00276215	0.00276215	0.00276215	
1.66	-2.93893	0.0802563	0.00301918	0.00301918	0.00301918	
1.661	-3.18712	0.0772371	0.00326436	0.00326436	0.00326436	
1.662	-3.42274	0.0739727	0.00349671	0.00349671	0.00349671	
1.663	-3.64484	0.070476	0.00371532	0.00371532	0.00371532	
1.664	-3.85257	0.0667607	0.00391933	0.00391933	0.00391933	
1.665	-4.04508	0.0628414	0.00410793	0.00410793	0.00410793	
1.666	-4.22164	0.0587335	0.00428037	0.00428037	0.00428037	
1.667	-4.38153	0.0544531	0.00443599	0.00443599	0.00443599	
1.668	-4.52414	0.0500171	0.00457415	0.00457415	0.00457415	
1.669	-4.64888	0.045443	0.00469433	0.00469433	0.00469433	
1.67	-4.75528	0.0407486	0.00479603	0.00479603	0.00479603	
1.671	-4.84292	0.0359526	0.00487887	0.00487887	0.00487887	
1.672	-4.91144	0.0310737	0.00494251	0.00494251	0.00494251	
1.673	-4.96057	0.0261312	0.0049867	0.0049867	0.0049867	
1.674	-4.99013	0.0211445	0.00501128	0.00501128	0.00501128	
1.675	-5	0.0161332	0.00501613	0.00501613	0.00501613	
1.676	-4.99013	0.0111171	0.00500125	0.00500125	0.00500125	
1.677	-4.96057	0.00611585	0.00496669	0.00496669	0.00496669	
1.678	-4.91144	0.00114917	0.00491259	0.00491259	0.00491259	
1.679	-4.84292	-0.00376342	0.00483915	0.00483915	0.00483915	
1.68	-4.75528	-0.00860257	0.00474668	0.00474668	0.00474668	
1.681	-4.64888	-0.0133493	0.00463553	0.00463553	0.00463553	
1.682	-4.52414	-0.0179848	0.00450615	0.00450615	0.00450615	
1.683	-4.38153	-0.0224909	0.00435904	0.00435904	0.00435904	
1.684	-4.22164	-0.02685	0.00419479	0.00419479	0.00419479	
1.685	-4.04508	-0.0310448	0.00401404	0.00401404	0.00401404	
1.686	-3.85257	-0.0350588	0.00381751	0.00381751	0.00381751	
1.687	-3.64484	-0.0388763	0.00360597	0.00360597	0.00360597	
1.688	-3.42274	-0.0424823	0.00338025	0.00338025	0.00338025	
1.689	-3.18712	-0.0458625	0.00314126	0.00314126	0.00314126	
1.69	-2.93893	-0.0490038	0.00288992	0.00288992	0.00288992	
1.691	-2.67913	-0.0518937	0.00262724	0.00262724	0.00262724	
1.692	-2.40877	-0.054521	0.00235425	0.00235425	0.00235425	
1.693	-2.1289	-0.0568752	0.00207202	0.00207202	0.00207202	
1.694	-1.84062	-0.0589472	0.00178168	0.00178168	0.00178168	
1.695	-1.54508	-0.0607289	0.00148436	0.00148436	0.00148436	
1.696	-1.24345	-0.0622133	0.00118124	0.00118124	0.00118124	
1.697	-0.936907	-0.0633945	0.000873512	0.000873512	0.000873512	
1.698	-0.626666	-0.064268	0.000562398	0.000562398	0.000562398	
1.699	-0.313953	-0.0648304	0.000249122	0.000249122	0.000249122	
1.7	-2.40016e-11	-0.0650795	-6.50795e-05	-6.50795e-05	-6.50795e-05	
1.701	0.313953	-0.0650144	-0.000378967	-0.000378967	-0.000378967	
1.702	0.626666	-0.0646355	-0.000691302	-0.000691302	-0.000691302	
1.703	0.936907	-0.0639442	-0.00100085	-0.00100085	-0.00100085	
1.704	1.24345	-0.0629433	-0.00130639	-0.00130639	-0.00130639	
1.705	1.54508	-0.0616369	-0.00160672	-0.00160672	-0.00160672	
1.706	1.84062	-0.0600302	-0.00190065	-0.00190065	-0.00190065	
1.707	2.1289	-0.0581296	-0.00218703	-0.00218703	-0.00218703	
1.708	2.40877	-0.0559425	-0.00246471	-0.00246471	-0.00246471	
1.709	2.67913	-0.0534778	-0.00273261	-0.00273261	-0.00273261	
1.71	2.93893	-0.0507452	-0.00298967	-0.00298967	-0.00298967	
1.711	3.18712	-0.0477555	-0.00323488	-0.00323488	-0.00323488	
1.712	3.42274	-0.0445207	-0.00346726	-0.00346726	-0.00346726	
1.713	3.64484	-0.0410534	-0.0036859	-0.0036859	-0.0036859	
1.714	3.85257	-0.0373675	-0.00388993	-0.00388993	-0.00388993	
1.715	4.04508	-0.0334776	-0.00407856	-0.00407856	-0.00407856	
1.716	4.22164	-0.029399	-0.00425104	-0.00425104	-0.00425104	
1.717	4.38153	-0.025148	-0.00440668	-0.00440668	-0.00440668	
1.718	4.52414	-0.0207413	-0.00454488	-0.00454488	-0.00454488	
1.719	4.64888	-0.0161964	-0.00466508	-0.00466508	-0.00466508	
1.72	4.75528	-0.0115313	-0.00476681	-0.00476681	-0.00476681	
1.721	4.84292	-0.00676452	-0.00484968	-0.00484968	-0.00484968	
1.722	4.91144	-0.00191484	-0.00491335	-0.00491335	-0.00491335	
1.723	4.96057	0.00299851	-0.00495757	-0.00495757	-0.00495757	
1.724	4.99013	0.00795608	-0.00498218	-0.00498218	-0.00498218	
1.725	5	0.0129383	-0.00498706	-0.00498706	-0.00498706	
1.726	4.99013	0.0179253	-0.00497221	-0.00497221	-0.00497221	
1.727	4.96057	0.0228975	-0.00493768	-0.00493768	-0.00493768	
1.728	4.91144	0.0278352	-0.0048836	-0.0048836	-0.0048836	
1.729	4.84292	0.0327188	-0.0048102	-0.0048102	-0.0048102	
1.73	4.75528	0.037529	-0.00471775	-0.00471775	-0.00471775	
1.731	4.64888	0.0422468	-0.00460664	-0.00460664	-0.00460664	
1.732	4.52414	0.0468534	-0.00447728	-0.00447728	-0.00447728	
1.733	4.38153	0.0513307	-0.0043302	-0.0043302	-0.0043302	
1.734	4.22164	0.0556609	-0.00416598	-0.00416598	-0.00416598	
1.735	4.04508	0.0598269	-0.00398526	-0.00398526	-0.00398526	
1.736	3.85257	0.0638121	-0.00378875	-0.00378875	-0.00378875	
1.737	3.64484	0.0676009	-0.00357724	-0.00357724	-0.00357724	
1.738	3.42274	0.0711781	-0.00335156	-0.00335156	-0.00335156	
1.739	3.18712	0.0745297	-0.00311259	-0.00311259	-0.00311259	
1.74	2.93893	0.0776423	-0.00286128	-0.00286128	-0.00286128	
1.741	2.67913	0.0805035	-0.00259863	-0.00259863	-0.00259863	
1.742	2.40877	0.0831022	-0.00232567	-0.00232567	-0.00232567	
1.743	2.1289	0.0854278	-0.00204347	-0.00204347	-0.00204347	
1.744	1.84062	0.0874713	-0.00175315	-0.00175315	-0.00175315	
1.745	1.54508	0.0892245	-0.00145586	-0.00145586	-0.00145586	
1.746	1.24345	0.0906803	-0.00115277	-0.00115277	-0.00115277	
1.747	0.936907	0.0918331	-0.000845073	-0.000845073	-0.000845073	
1.748	0.626666	0.0926782	-0.000533988	-0.000533988	-0.000533988	
1.749	0.313953	0.0932122	-0.00022074	-0.00022074	-0.00022074	
1.75	2.57608e-11	0.0934329	9.34329e-05	9.34329e-05	9.34329e-05	
1.751	-0.313953	0.0933395	0.000407292	0.000407292	0.000407292	
1.752	-0.626666	0.0929322	0.000719598	0.000719598	0.000719598	
1.753	-0.936907	0.0922126	0.00102912	0.00102912	0.00102912	
1.754	-1.24345	0.0911834	0.00133463	0.00133463	0.00133463	
1.755	-1.54508	0.0898488	0.00163493	0.00163493	0.00163493	
1.756	-1.84062	0.0882139	0.00192884	0.00192884	0.00192884	
1.757	-2.1289	0.086285	0.00221518	0.00221518	0.00221518	
1.758	-2.40877	0.0840699	0.00249284	0.00249284	0.00249284	
1.759	-2.67913	0.081577	0.00276071	0.00276071	0.00276071	
1.76	-2.93893	0.0788163	0.00301774	0.00301774	0.00301774	
1.761	-3.18712	0.0757986	0.00326292	0.00326292	0.00326292	
1.762	-3.42274	0.0725357	0.00349527	0.00349527	0.00349527	
1.763	-3.64484	0.0690404	0.00371388	0.00371388	0.00371388	
1.764	-3.85257	0.0653265	0.00391789	0.00391789	0.00391789	
1.765	-4.04508	0.0614086	0.00410649	0.00410649	0.00410649	
1.766	-4.22164	0.0573021	0.00427894	0.00427894	0.00427894	
1.767	-4.38153	0.0530232	0.00443456	0.00443456	0.00443456	
1.768	-4.52414	0.0485886	0.00457272	0.00457272	0.00457272	
1.769	-4.64888	0.0440159	0.0046929	0.0046929	0.0046929	
1.77	-4.75528	0.039323	0.00479461	0.00479461	0.00479461	
1.771	-4.84292	0.0345284	0.00487744	0.00487744	0.00487744	
1.772	-4.91144	0.0296509	0.00494109	0.00494109	0.00494109	
1.773	-4.96057	0.0247099	0.00498528	0.00498528	0.00498528	
1.774	-4.99013	0.0197246	0.00500986	0.00500986	0.00500986	
1.775	-5	0.0147147	0.00501471	0.00501471	0.00501471	
1.776	-4.99013	0.0097	0.00499983	0.00499983	0.00499983	
1.777	-4.96057	0.00470016	0.00496527	0.00496527	0.00496527	
1.778	-4.91144	-0.000265109	0.00491117	0.00491117	0.00491117	
1.779	-4.84292	-0.00517628	0.00483774	0.00483774	0.00483774	
1.78	-4.75528	-0.010014	0.00474527	0.00474527	0.00474527	
1.781	-4.64888	-0.0147593	0.00463412	0.00463412	0.00463412	
1.782	-4.52414	-0.0193934	0.00450474	0.00450474	0.00450474	
1.783	-4.38153	-0.0238982	0.00435764	0.00435764	0.00435764	
1.784	-4.22164	-0.0282558	0.00419338	0.00419338	0.00419338	
1.785	-4.04508	-0.0324492	0.00401264	0.00401264	0.00401264	
1.786	-3.85257	-0.0364618	0.0038161	0.0038161	0.0038161	
1.787	-3.64484	-0.0402779	0.00360457	0.00360457	0.00360457	
1.788	-3.42274	-0.0438825	0.00337885	0.00337885	0.00337885	
1.789	-3.18712	-0.0472613	0.00313986	0.00313986	0.00313986	
1.79	-2.93893	-0.0504012	0.00288853	0.00288853	0.00288853	
1.791	-2.67913	-0.0532897	0.00262584	0.00262584	0.00262584	
1.792	-2.40877	-0.0559156	0.00235285	0.00235285	0.00235285	
1.793	-2.1289	-0.0582684	0.00207063	0.00207063	0.00207063	
1.794	-1.84062	-0.060339	0.00178028	0.00178028	0.00178028	
1.795	-1.54508	-0.0621193	0.00148297	0.00148297	0.00148297	
1.796	-1.24345	-0.0636023	0.00117985	0.00117985	0.00117985	
1.797	-0.936907	-0.0647821	0.000872124	0.000872124	0.000872124	
1.798	-0.626666	-0.0656543	0.000561012	0.000561012	0.000561012	
